,year,order,DBCODE,ENTITY,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,START,X,MINUTE,CLOUDS,WIND,TEMP,STATUS,NO_INT,PLTSP_CODE,PLTSP_NAME,VISSP_CODE,VISSP_NAME,VECTOR.GUILD,COLLECTION.NUMBER,NOTES,NOTES.1,NOTES.2,NOTES.3,NOTES.4,NOTES.5,NOTES.6,NOTES.7,NOTES.8
2077,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,1,SH,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2728,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,1,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3329,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,1,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2078,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,2,SH,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2729,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,2,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3330,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,2,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2079,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,3,SH,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2730,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,3,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3331,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,3,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2080,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,4,SH,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2731,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,4,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2081,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,5,SH,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2732,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,5,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3333,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,5,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2082,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,6,SH,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2733,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,6,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3334,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,6,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2083,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,7,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2734,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,7,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3335,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,7,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2084,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,8,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2735,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,8,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3336,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,8,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2085,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,9,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2736,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,9,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3337,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,9,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2086,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,10,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2737,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,10,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3338,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,10,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2087,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,11,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2738,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,11,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3339,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,11,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2088,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,12,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2739,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,12,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3340,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,2,1123,NA,12,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2740,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,13,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2741,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,14,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2091,14,NA,SA026,1,Carpenter,CPS,7/9/2014,2,KH,2,1406,NA,15,SH,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2742,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,2,1215,NA,15,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1876,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,1,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3345,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,1,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1877,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,2,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3346,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,2,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1878,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,3,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3347,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,3,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1879,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,4,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3348,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,4,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1880,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,5,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3349,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,5,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3350,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,6,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1882,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,7,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3351,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,7,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1883,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,8,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3352,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,8,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1884,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,9,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3353,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,9,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1885,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,10,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3354,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,10,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1886,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,11,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3355,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,11,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1887,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,12,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3356,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,12,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1888,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,13,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3357,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,13,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1889,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,14,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3358,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,14,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1890,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,3,924,NA,15,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3359,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,3,NA,NA,15,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1891,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,1,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3360,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,1,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1892,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,2,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3361,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,2,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1893,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,3,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3362,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,3,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1894,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,4,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3363,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,4,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1895,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,5,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3364,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,5,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1896,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,6,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3365,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,6,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3366,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,7,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3367,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,8,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3368,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,9,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1900,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,10,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3369,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,10,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1901,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,11,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3370,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,11,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3371,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,12,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1903,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,13,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3372,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,13,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1904,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,14,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3373,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,14,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
1905,14,NA,SA026,1,Carpenter,CPS,7/1/2014,1,KH,4,954,NA,15,S,St,32,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
3374,14,NA,SA026,1,Carpenter,CPS,8/6/2014,5,KH,4,NA,NA,15,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2743,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,1,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2744,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,2,S,St,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2745,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,3,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2746,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,4,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2747,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,5,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2748,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,6,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2749,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,7,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2750,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,8,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2751,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,9,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2752,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,10,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2753,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,11,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2754,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,12,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2755,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,13,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2756,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,14,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2757,14,NA,SA026,1,Carpenter,CPS,7/28/2014,3,KH,5,1235,NA,15,S,B,28,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2527,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,2,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2528,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,3,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2529,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,4,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2530,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,5,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2531,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,6,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2533,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,8,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2535,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,10,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2536,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,11,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2537,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,12,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2538,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,1,1000,NA,13,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2542,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,2,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2543,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,3,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2544,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,4,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2546,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,6,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2547,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,7,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2550,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,10,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2552,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,12,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2553,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,13,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2554,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,5,1037,NA,14,S,St,27,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2581,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,9,1134,NA,8,S,St,29,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2582,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,9,1134,NA,9,S,St,29,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2556,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,1,SH,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2557,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,2,SH,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2558,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,3,SH,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2559,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,4,SH,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2560,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,5,SH,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2561,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,6,SH,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2562,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,7,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2563,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,8,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2564,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,9,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2565,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,10,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2566,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,11,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2567,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,12,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2568,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,13,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2570,14,NA,SA026,1,Frissell,M1,7/25/2014,3,KH,10,1103,NA,15,S,St,26,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2411,14,NA,SA026,1,Frissell,M2,7/16/2014,2,KH,5,1415,NA,3,S,St,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2412,14,NA,SA026,1,Frissell,M2,7/16/2014,2,KH,5,1415,NA,4,S,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2413,14,NA,SA026,1,Frissell,M2,7/16/2014,2,KH,5,1415,NA,5,S,B,30,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2595,14,NA,SA026,1,Frissell,M2,7/25/2014,3,KH,6,1243,NA,1,S,B,23,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
2597,14,NA,SA026,1,Frissell,M2,7/25/2014,3,KH,6,1243,NA,3,S,B,23,0,0,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
